iter	Logloss
270	0.2797546552
271	0.2790841832
272	0.2784657131
273	0.277768719
274	0.2769052461
275	0.2759091588
276	0.2750639992
277	0.274050669
278	0.2732420328
279	0.272575472
280	0.2718395744
281	0.270790505
282	0.270219579
283	0.2694799214
284	0.2688516096
285	0.267925919
286	0.2673983028
287	0.2664790775
288	0.2655488752
289	0.265042968
290	0.2642045843
291	0.2635618648
292	0.2627205868
293	0.2621466111
294	0.2613848053
295	0.2605978453
296	0.2601467612
297	0.2596802862
298	0.2588176754
299	0.257821717
300	0.2573409221
301	0.2565483393
302	0.2557308754
303	0.2551330531
304	0.2541592055
305	0.2531449078
306	0.2523872045
307	0.2516418656
308	0.2508519752
309	0.2502934154
310	0.2495958893
311	0.2488347824
312	0.2479868426
313	0.247461867
314	0.2467959648
315	0.2461364088
316	0.2454336053
317	0.2447823241
318	0.2440566663
319	0.2433629579
320	0.2424702838
321	0.2419187684
322	0.2414981991
323	0.2411080109
324	0.2403586353
325	0.2396717451
326	0.2390286769
327	0.2386945276
328	0.2379397567
329	0.2373153474
330	0.2367438288
331	0.2361714836
332	0.2355629267
333	0.2349603964
334	0.2344084722
335	0.2340217043
336	0.2334474636
337	0.2328544879
338	0.2323828219
339	0.2318829059
340	0.2312267457
341	0.2305416359
342	0.2300813966
343	0.2296949329
344	0.2292095987
345	0.2285920217
346	0.2282459759
347	0.2277412098
348	0.2269488389
349	0.2263200787
350	0.2257755508
351	0.2249462476
352	0.2243305438
353	0.2238936944
354	0.2232944221
355	0.2224528833
356	0.2219062078
357	0.2215349027
358	0.2210398684
359	0.2205092768
360	0.2198752389
361	0.2191861611
362	0.2186548948
363	0.2181018756
364	0.2175795278
365	0.2171419345
366	0.2166921958
367	0.2161802343
368	0.2157759406
369	0.2153576569
370	0.214851615
371	0.2142037495
372	0.2137897576
373	0.2131683861
374	0.2126458557
375	0.2121485009
376	0.211715735
377	0.2110269067
378	0.2105010541
379	0.2098088186
380	0.2092568822
381	0.2088477974
382	0.208507583
383	0.2079308899
384	0.207524238
385	0.2068381365
386	0.2060477103
387	0.2054681397
388	0.2050815136
389	0.2047008328
390	0.2040592598
391	0.2037313882
392	0.2028961005
393	0.202341106
394	0.2019254006
395	0.201364282
396	0.2007918071
397	0.2004452769
398	0.1998654961
399	0.1992395281
400	0.1987482621
401	0.1983190871
402	0.1978354225
403	0.1974009534
404	0.1969186135
405	0.1965305865
406	0.1961092945
407	0.1955855394
408	0.1951989548
409	0.1947963289
410	0.1942154515
411	0.1937385139
412	0.193242916
413	0.1928215341
414	0.1923534687
415	0.1920563058
416	0.1915527207
417	0.1908144354
418	0.1903939865
419	0.1897367407
420	0.1893114762
421	0.1890193722
422	0.1885344865
423	0.1880988344
424	0.1876797384
425	0.1871962183
426	0.1868945166
427	0.1864826599
428	0.1861816077
429	0.1856892882
430	0.1853740258
431	0.1850250939
432	0.184596146
433	0.1842271199
434	0.1838343325
435	0.1835732525
436	0.1830850684
437	0.1826936121
438	0.1824029751
439	0.1820422315
440	0.1816884227
441	0.1815090686
442	0.1811392299
443	0.1807919649
444	0.1803648153
445	0.1797216329
446	0.1791135704
447	0.1785911266
448	0.1782378994
449	0.177828254
450	0.1774294456
451	0.1767786406
452	0.1764065124
453	0.1760012396
454	0.17542585
455	0.1749624013
456	0.1746399513
457	0.1741969602
458	0.1738890759
459	0.1735667663
460	0.1731713655
461	0.172824123
462	0.1724526472
463	0.1719811737
464	0.1714801416
465	0.1710120708
466	0.1705597067
467	0.170098648
468	0.1697717393
469	0.1692923884
470	0.1689188201
471	0.1685439601
472	0.1681253975
473	0.1677736911
474	0.1675058908
475	0.1673215891
476	0.1669901937
477	0.1666050663
478	0.1662214823
479	0.1659037991
480	0.1656838174
481	0.1653576484
482	0.1650152774
483	0.1644773164
484	0.1642084929
485	0.1638575914
486	0.1635186927
487	0.163202026
488	0.1629209446
489	0.1625946659
490	0.1621383137
491	0.1618950391
492	0.161620706
493	0.1613028025
494	0.1608803597
495	0.1604783338
496	0.160324412
497	0.1599290684
498	0.1595042161
499	0.1591897116
500	0.1588390491
501	0.15853826
502	0.1583264637
503	0.1579613999
504	0.157519415
505	0.1570326642
506	0.1566574282
507	0.1563295661
508	0.155907009
509	0.1555236783
510	0.1552521592
511	0.1548996047
512	0.1547214855
513	0.1543165751
514	0.1540080662
515	0.153770121
516	0.1532078334
517	0.1528602393
518	0.1526201644
519	0.1521593611
520	0.1517434406
521	0.1514382832
522	0.1511514934
523	0.1508996232
524	0.1504685277
525	0.1501651857
526	0.149846085
527	0.149652064
528	0.1492926033
529	0.1489903242
530	0.1485943001
531	0.1483556232
532	0.148101879
533	0.1476893052
534	0.1474223214
535	0.1471548853
536	0.1469557625
537	0.1466881274
538	0.1464644298
539	0.1461347424
540	0.1458104576
541	0.1455162817
542	0.1452775723
543	0.1449220995
544	0.1446192922
545	0.1444482818
546	0.1441127522
547	0.1439400214
548	0.143691748
549	0.1434697237
550	0.1431892521
551	0.1428916333
552	0.1424683771
553	0.1422123661
554	0.141920705
555	0.1416175904
556	0.1413093917
557	0.1409972468
558	0.1407750948
559	0.1404368278
560	0.1400807585
561	0.1398269116
562	0.1396705201
563	0.1393675465
564	0.1391275279
565	0.1387721797
566	0.1386728425
567	0.1384073459
568	0.1381408137
569	0.1378588365
570	0.1375957167
571	0.1373126765
572	0.1369784084
573	0.1366267314
574	0.1362360683
575	0.1360500275
576	0.1359166047
577	0.1356853378
578	0.1354059944
579	0.1351967275
580	0.1348783687
581	0.1346251318
582	0.1342919508
583	0.1339887044
584	0.1336368978
585	0.1333831389
586	0.1330581064
587	0.132805142
588	0.1324316531
589	0.1322195887
590	0.1319884576
591	0.1317840753
592	0.1314801368
593	0.1311484023
594	0.1309381457
595	0.1305998286
596	0.1303583024
597	0.1301656693
598	0.1299524127
599	0.1297243068
600	0.129435968
601	0.1289911061
602	0.128777818
603	0.1285428402
604	0.1282229213
605	0.1279936281
606	0.1276498956
607	0.1273324815
608	0.1270566894
609	0.1267955622
610	0.1266132205
611	0.1264268346
612	0.1261167953
613	0.1258077961
614	0.1256281995
615	0.1254141457
616	0.1252296497
617	0.1250424432
618	0.1247990074
619	0.1246480293
620	0.1244614243
621	0.1241413551
622	0.1240031675
623	0.1237375065
624	0.1235932745
625	0.1233194273
626	0.1231468824
627	0.1228827072
628	0.1225154788
629	0.1222763433
630	0.1220890885
631	0.1219126672
632	0.1216535554
633	0.121360915
634	0.1211803519
635	0.1210647827
636	0.1207849019
637	0.1206901875
638	0.120303629
639	0.1201244279
640	0.1198862295
641	0.1196388114
642	0.1194418283
643	0.1192442895
644	0.1190127389
645	0.1188135752
646	0.1185574378
647	0.1183222172
648	0.1181311304
649	0.1179477159
650	0.1177629247
651	0.1175701908
652	0.1173172253
653	0.1171502574
654	0.116853095
655	0.1166102785
656	0.1163960638
657	0.1162081192
658	0.1160036848
659	0.1158488318
660	0.1156434945
661	0.1154444231
662	0.1153120117
663	0.1151179204
664	0.114737811
665	0.1145919806
666	0.1143852735
667	0.1141335494
668	0.1139740633
669	0.1137053836
670	0.1135323577
671	0.1132540129
672	0.1130978492
673	0.1127948551
674	0.112544811
675	0.1123721862
676	0.1121602625
677	0.1119784146
678	0.1117332329
679	0.111528103
680	0.1113273844
681	0.1111290406
682	0.1109324819
683	0.1107008517
684	0.1105070461
685	0.1103374587
686	0.1101294391
687	0.1098940047
688	0.1097033546
689	0.1095582009
690	0.1094230328
691	0.1092378592
692	0.1089001967
693	0.1087568692
694	0.1086043807
695	0.108377306
696	0.1081816696
697	0.1079877023
698	0.1078392398
699	0.1076302558
700	0.1074088754
701	0.1073052032
702	0.1071859516
703	0.1069390391
704	0.1067746879
705	0.1066460414
706	0.1064250795
707	0.1062109501
708	0.1060762215
709	0.1059203953
710	0.1057598975
711	0.1055821526
712	0.1054119175
713	0.1052867003
714	0.1050578809
715	0.1049044879
716	0.1046550034
717	0.1044502768
718	0.1043117724
719	0.1042074242
720	0.1039921944
721	0.1037576049
722	0.1036324248
723	0.1034709642
724	0.1032616293
725	0.1031072274
726	0.1029598778
727	0.1027746337
728	0.1025694245
729	0.1023758714
730	0.1021668061
731	0.101998983
732	0.1017917104
733	0.1016182993
734	0.1014529173
735	0.1012552711
736	0.1010905638
737	0.1008163777
738	0.1007006992
739	0.1005454208
740	0.1003978296
741	0.1002358633
742	0.1000032148
743	0.09974842414
744	0.09957780109
745	0.09941943813
746	0.09926075063
747	0.09915303315
748	0.09897526541
749	0.09887823708
750	0.09869729043
751	0.0985581832
752	0.09837510308
753	0.0981184891
754	0.0979897538
755	0.09783442487
756	0.0976906823
757	0.09749835973
758	0.09733408313
759	0.09716872978
760	0.09701660421
761	0.09685676282
762	0.09666682207
763	0.0964712
764	0.09633291746
765	0.09618837071
766	0.09596687125
767	0.09579086387
768	0.09566343639
769	0.09545204616
770	0.09524090563
771	0.09513250127
772	0.09498434859
773	0.09476355806
774	0.09457395682
775	0.09443727129
776	0.09421223972
777	0.09402330697
778	0.09393174023
779	0.09377110353
780	0.09367254976
781	0.09349682787
782	0.09337742619
783	0.09325412566
784	0.09315962669
785	0.09290824015
786	0.0927918305
787	0.09267806211
788	0.09254803936
789	0.09236882263
790	0.09223132017
791	0.09205951659
792	0.09193737282
793	0.09169932845
794	0.09150889279
795	0.09130240933
796	0.09113418822
797	0.09104387627
798	0.09086860506
799	0.09073143141
800	0.09059243932
801	0.09040013341
802	0.09032193323
803	0.09017615583
804	0.09007497477
805	0.08986157944
806	0.08969770427
807	0.08960750159
808	0.08944450043
809	0.08931135489
810	0.08917044041
811	0.08907922886
812	0.08890011302
813	0.08867788408
814	0.08853963135
815	0.08841725447
816	0.08818256389
817	0.08808263294
818	0.08796700912
819	0.08778204146
820	0.08761166455
821	0.08751861004
822	0.08738495231
823	0.08723782002
824	0.08711912101
825	0.08694854327
826	0.0868198445
827	0.08672638044
828	0.08657625167
829	0.08647666366
830	0.08634520856
831	0.08630195445
832	0.08612058591
833	0.08600701591
834	0.08587585234
835	0.08577787463
836	0.08559831145
837	0.08543473781
838	0.08532014892
839	0.08518635197
840	0.08506152076
841	0.08494463762
842	0.08484668816
843	0.08475758659
844	0.08453181218
845	0.08439610157
846	0.08422570201
847	0.08407888859
848	0.08397748883
849	0.08379363137
850	0.08365152536
851	0.08350937636
852	0.0834046091
853	0.08325233543
854	0.08310549635
855	0.08301131432
856	0.082876899
857	0.08275265599
858	0.08264292492
859	0.08247851231
860	0.08232255146
861	0.0822419334
862	0.08209235325
863	0.08193001285
864	0.0817815238
865	0.08166629418
866	0.08155411698
867	0.08142171955
868	0.08128249342
869	0.08114408381
870	0.08100279227
871	0.08091191601
872	0.08068228916
873	0.08058364876
874	0.08044726066
875	0.08027227721
876	0.08013282705
877	0.0799075123
878	0.07979775796
879	0.07967613714
880	0.07953924406
881	0.07942556979
882	0.07935899956
883	0.0792086142
884	0.07907092795
885	0.07897342715
886	0.07889958407
887	0.0787819245
888	0.07867974448
889	0.07855498704
890	0.07840311549
891	0.07828450178
892	0.07819394035
893	0.07810591469
894	0.07796653831
895	0.07780774038
896	0.07766003282
897	0.07755121509
898	0.07744152761
899	0.07728747317
900	0.07716957947
901	0.07703692947
902	0.07686309265
903	0.07680107646
904	0.07662059094
905	0.07650604526
906	0.07637603768
907	0.07623021227
908	0.07601351705
909	0.07587922449
910	0.07577767092
911	0.07566456799
912	0.07556420643
913	0.07541489981
914	0.07531397364
915	0.07521368203
916	0.07506890289
917	0.0749981929
918	0.07488892207
919	0.07480362559
920	0.0746565532
921	0.07448905989
922	0.07435925321
923	0.07421833289
924	0.07411499586
925	0.07403717558
926	0.07393160503
927	0.07383217102
928	0.07374953822
929	0.07368810794
930	0.07357925604
931	0.0734487805
932	0.07335314023
933	0.07322466855
934	0.0731345828
935	0.07299049132
936	0.07283870947
937	0.0727550586
938	0.07262166389
939	0.07255056303
940	0.07241489476
941	0.07227757333
942	0.07220318418
943	0.07212441034
944	0.07198184419
945	0.07185455475
946	0.07172566787
947	0.07155319223
948	0.07147298981
949	0.07134140576
950	0.07128130732
951	0.07117724258
952	0.07103430615
953	0.07089358035
954	0.07075958606
955	0.07061441442
956	0.07050000403
957	0.07038330152
958	0.07024057669
959	0.07013057142
960	0.07006493622
961	0.0699474955
962	0.0698516938
963	0.06971026809
964	0.06959260415
965	0.06948309705
966	0.06936585775
967	0.06927159737
968	0.06914458068
969	0.06901901703
970	0.06887917539
971	0.06879893661
972	0.06873079187
973	0.06863862508
974	0.06849985813
975	0.06841190571
976	0.06832006058
977	0.06818855341
978	0.06810209233
979	0.06797905257
980	0.0678928416
981	0.06780337139
982	0.06770401605
983	0.06757233121
984	0.06749344314
985	0.06737502417
986	0.06726044176
987	0.06719355823
988	0.06714335795
989	0.06702505823
990	0.06689076008
991	0.06674585543
992	0.06664638592
993	0.06652132686
994	0.06642753173
995	0.06631146036
996	0.06617227518
997	0.06609040122
998	0.06597509242
999	0.0658872522
